index,Artist,Chords,Label,Song
790,laurent-voulzy,"A/G,Gsus4,D/C,Cm,F,Asus4,Fsus4,Bbm,F#m7,Cdim7,Am/C,G/B,D7/F#,Gmaj7,G,G6,Gm/Bb,F#sus4/A#,Gbsus4,Bm,A/C#,Bm7,Am7,Ebdim7,D7/A,E/D,Cmaj7,Fmaj7,Gb,D/F#,E/B,A,F/A,G/F,Bb,Bbmaj7,F#/A#,A6,C/E",advanced,la-fille-davril
791,james-bay,"G,Em/C#,C,Am,Em,D",novice,let-it-go
792,taylor-swift,"F,G,Am,C",novice,all-too-well
793,chicago,"G#m/F#,F,F#,F#/D#,G#,Db,C#7sus,B,C,Eb,Ab,G#m,D#,A,C#,Bb,C#7,F#/A#,E,A#",advanced,youre-the-inspiration
794,misc-soundtrack,"Bb,Dm,Bdim,Gm,Cm,Am,Eb,D,D#",intermediate,hamilton-my-shot
795,free,"G#m7,A,B,C#m7,E/G#,E,G#,F#m7,B/F#,B11",advanced,my-brother-jake
796,the-script,"G,C,Am,D/F#,Em,D",intermediate,the-man-who-cant-be-moved
797,leonard-cohen,"B7,G,C,Em,D",novice,hallelujah
798,harry-styles,"Am7,Dm7/G,Dm,Dm7,Cmaj7,Dm6,Em,B7#9",novice,she
799,adele,"C/G,Dm,G,C,Gsus4,F,Am,C/B,Em,Fm,G/Ab,C/E",novice,when-we-were-young
800,pnk,"Am7,G/B,G,Dsus4,C,Am,D/F#,Em,D,Bm,A/C#",novice,just-give-me-a-reason
802,harry-styles,"A,B,F#m11,E,C#m,G#m6,Bm",intermediate,two-ghosts
803,travie-mccoy,"A,C#/G#,C#7,B,F#m,A/G#,E,D,Bm7",intermediate,billionaire
804,newsong,"A/G,G#m/F#,Em7,F#m/E,E7,F#,C#m7,G,F#m,C#7m,D,Bm7,Am7,B,C,G#m,A,F#7,G/F,E,Em",advanced,christmas-shoes
805,the-avett-brothers,"G,C,G7,F,Am,E,Em",intermediate,no-hard-feelings
806,calum-scott,"G,F,Am,C",novice,dancing-on-my-own
807,miranda-lambert,"G,C,Fmaj7,Fm,Am",novice,bluebird
808,misc-soundtrack,"A,C#,A#,B,G,F#,C,Gm,Fm,G7sus,G#,Am,Em,D,E,D#,Bm",advanced,la-la-land-a-lovely-night
809,john-prine,"Gmaj7,G,D7,C,Am,F,D9",advanced,hello-in-there
810,the-rolling-stones,"G,C,Gsus4,Am,F,D,Bm",novice,wild-horses
811,harry-styles,"G/B,G,F#m,C,Am,Em,D,Bm",intermediate,from-the-dining-table
812,the-neighbourhood,"G,C,Am,Em,D",novice,daddy-issues
813,john-frusciante,"Fm6,Ddim,Cm,F9,Cm/G,F,Eb,Dbmaj7,Bbmadd9,Ab,F9b5,Db",advanced,wednesdays-song
814,shunno,"D,G,Em,C",advanced,khachar-vitor-ochin-pakhi
815,eurythmics,"Dm,F,Am,E,D",intermediate,sweet-dreams-are-made-of-this
816,fun-,"Dm,G,C,Gsus4,F,Am,Em,C/E",novice,we-are-young
817,billie-eilish,"Gm,Cm,Fm",intermediate,ilomilo
818,novos-baianos,"A,F#7,B7,B,C#m7,F#m,E,C#m,G#,F#m7",advanced,misterio-do-planeta
819,bo-kaspers-orkester,"C#,Fm/D,Gdim7,Fm/G#,Fm,C7,G#,D#",advanced,undantag
820,cavetown,"B,G,C,Cm,F,Am,Em,D,F#",advanced,888
821,red-hot-chili-peppers,"G,C,Am,Em,D",intermediate,snow-hey-oh
822,misc-cartoons,"G#m/A,G#m/G,G#m/B,G#m/F#,C#m,B/D#,F#,D#/A#,A#/D,Gm,G#m/F,G#m/D#,G#m/A#,B,D#maj7,G#m,D#,A,C#7,D#/G,E,A#",advanced,overlord-3-op-voracity
823,paul-de-leeuw,"Dm7,F/C,G/C,Gsus4,B/G#,F,C#m,Em7,Asus4,F#/C#,B/D#,F#m/A,F#,D7/F#,C#m7,Bsus4,G,F#/E,A7sus4,Asus2,Fadd2,G/D,C#7/F,Gsus2,D,E7/G#,Bm,B,C,D/F#,E/B,Badd2/G#,B/F#,G#m,A/E,D#m,A,G/F,C/G,Dm,F#sus2,E/G#,Badd2,D#/G,Cadd2,G7,F#/A#,Am,E,Em,F#sus4,D/A,A7,C/E",advanced,ik-heb-je-lief
824,aerosmith,"A,Am6,C#7,B7,B,G,Em/C#,Em6,C,Cmaj7,B(b9),Em7,Am,F#5,Em,B5,D,B7sus4",novice,dream-on
825,the-1975,"Dmaj7,Em7,Dm(maj7),D6,G,G6,F#m,A7b9,Bm11,Gm,Gsus2,D,A7/C#,Gm6,G6add9,Bm7,Am7,B7b5,Gm9,Dsus2,A,Dm,G7b5",intermediate,i-always-wanna-die-sometimes
826,queen,"G,C,Asus4,Em,D",intermediate,we-will-rock-you
827,badbadnotgood,"Am7,C#,Abm7,Bbm7,Dm7,Ebm7,B,Cm7,Bbm11,Dm6,F,Em7,G#,Gm7,G13,Fm7",advanced,in-your-eyes
828,adele,"Bb,Dm,Dm7,Cadd9,C,Gm,Am,F,Fsus4,Eb",intermediate,one-and-only
829,fiona-apple,"D#m6,Dm7,Ebm6,Bb7,G7#5,Fm7,F7,Gm,Ebmadd9,G7sus2,C7,Ebma7,Cm9,Gbm7,C9,Cm7,Fm,D#6,Eb,Gm7,F13,Bb,Dm,Ebadd9,Bb5,G7,D7sus4,Eb6/9,G7(#5),Bb9",advanced,why-try-to
830,alan-menken,"Fm6,Gb7,G#7,F/C,Bb7,Bb/D,Bb13,Cm,F,Em7,Eb6/G,Abdim7,E7,Cdim7,G#dim7,D7/F#,F7,Bb/F,F7/Eb,Gm,Bb/Ab,D,A7/C#,D7#5,Bm7,Eb7,A7#5,Fm6/C,Eb7b5,Gm7,D#,C#,D7sus,C#7,Dm,Bb,D7,G7,Bbm/Db,Cm6,E,A7,F/Eb",advanced,friend-like-me
831,bee-gees,"A,Dm,G,F#m,E,C#m,D,Bm,F#",advanced,run-to-me
832,epica,"D5,D/C#,A,F#,G,F#m,D#5,E5,C,F#5,E,C#m,Em,D,C#5,Bm",advanced,storm-the-sorrow
833,the-beatles,"Dbdim,Cm,F,G/B,G,Gm/Bb,Dadd4,D,Fadd9,Am7,C,Eb,C#dim,D#(b5),Dm,Dmadd4,C/D,Em,A7",intermediate,blackbird
834,3-doors-down,"C#,A#m,G,C,F,Am,G#,F#",intermediate,here-without-you
835,oasis,"A,Esus4,F#m,F#m7,D,B7sus4",intermediate,wonderwall
836,josh-groban,"C#/G#,Bb/D,F,Fsus4,Bb/F,Gm,Eb/Bb,G#,D,C#/F,G#/C,D#sus4,C,Fm,D/F#,Eb,Eb/G,D#,C#,F/A,Bb,G#/D#,D#/G",advanced,you-raise-me-up
837,the-weeknd,"G,Am,Dm,C",novice,blinding-lights
838,fools-garden,"Dm,G,C,G7,Am,E,F,Em,F#dim7",novice,lemon-tree
839,traveling-wilburys,"B7,G,C,Em,D",intermediate,handle-with-care
840,amy-winehouse,"Ebm7b5,Bbm7,Abm7,Bmaj7,Abm,Ab7,Ebm7,Gb7,Ama7,Dbm,Fm7b5,Bb7,Dbm7,Bb7#9,Dma7,E7,Bm7,D/E",advanced,take-the-box
841,grover-washington-jr-,"Em7/B,Cmaj7/G,B7,Cmaj7,Em7,Ebm7/Bb,B7add4",advanced,just-the-two-of-us
842,lauren-daigle,"A,B,Asus2,E/G#,E,C#m,Bsus,Asus2/F#",novice,rescue
843,queen,"A,C#m7b5,G,F#m,F,Am,C#m,Em,G#,D,Bm,F#",intermediate,the-show-must-go-on
844,the-cranberries,"G,D/F#,Em,C",novice,zombie
845,taylor-swift,"G/B,Dm,G,C,Am,Am/B,F,Em",novice,the-lakes
846,james-taylor,"G/B,A,A/G,G/F#,G,A/B,A7sus4,A/D,Em7,Asus4,D/F#,D/A,F#m7,D,D/F,A7,A6,Bm",advanced,up-on-the-roof
847,magnus-haven,"Dm7,G,Cm7,DM7,E,C#m,Bm7",advanced,imahe
848,rise-against,"G,Cadd9,Eb,Em,Db,Dsus2",intermediate,swing-life-away
849,christina-perri,"G,C,F,Am,Em",intermediate,arms
850,chris-stapleton,"D,G,Am,C",novice,tennessee-whiskey
851,laura-marling,"G/B,C/G,Dm,E/G#,G,F/C,G7,C,F#dim,G/D,Am,F,E/B,A7",advanced,nouel
852,a-ha,"A,Esus2,E/G#,G,F#m,E,Bm9,D/F#,C#m,D,Bm,A/C#",novice,take-on-me
853,misc-soundtrack,"Gadd2/A,F#/C#,Bm7add4,Em9/C#,F#,D5,Em9,A#(b5)/D,Gmaj7,G,G6,F#m,Gm,Dadd4,Bm9,D,Gmaj7sus/D,Bm,Bm7,A#dim/E,Dsus4,Dadd4/G,G9,Gmaj7sus/B,D/F#,Bm/F#,A#dim,F#7,F#7/C#,Aadd4/C#,A7sus/C#,Dsus4/G,F#/A#,A6sus/E,Em,D/A,A7,D6/B,Gm/D",advanced,hamilton-burn
854,adele,"G,C,Em,D,Bm",intermediate,someone-like-you
855,the-carter-family,"G,D7,C,G7,Em",intermediate,will-the-circle-be-unbroken
856,one-direction,"G,C,Am,Em,D",novice,little-things
857,paul-anka,"F#7,Ab,G,Abmaj7,C,G7,Fmadd9,Am,Fm,Eb,Em,Bbm,D,A7,Bm,Emadd9",advanced,put-your-head-on-my-shoulder
858,john-mayer,"Bm9/D,A11,E7,Am9,G/B,Em9,G,Em13/C#,Gsus2/A,Dadd4,Am7,Gmaj,Gmmaj7,D/F#,Gm7,E9,Dsus2,A9,Asus2/D,Dmaj13,A7",intermediate,stop-this-train
859,the-beatles,"F7(#9),Ebdim7,Adim7,G,Eb7,C,G7,Cm,F#dim7,Ab,Bb6",advanced,michelle
860,barry-manilow,"Ebmaj7,Bb7,Cm,Fm7,Gm,C7,Bm9,Cm9,Gbm7,Gm7,Gbm9,Gm9,Am7-5,Bb,Dbm9,D7,Abm9,Bbm9,Am9",advanced,copacabana
861,the-lumineers,"Cadd4,C/G,G,C,Fmaj7,Am",novice,stubborn-love
862,the-beatles,"C#7,D7,F#m,F,E,D,A7,E7,Bm7",advanced,old-brown-shoe
863,linkin-park,"F,Bb,Dm,C",intermediate,in-the-end
864,ella-fitzgerald,"A#7,F7,A#m,B7,Gb7,G7,F,D#6,C7,D#",advanced,im-beginning-to-see-the-light
865,arctic-monkeys,"B,Am,Em,C",intermediate,do-i-wanna-know
866,justin-bieber,"A,B7sus2,C#m7,E,F#m7,B/D#",novice,holy
867,shakey-graves,"D,G,F#",advanced,late-july
868,carpenters,"E11,G#7,Amaj7/E,Dmaj7,C#m,A11,B7,C#m7,F#m,C#7-9,D,E7/G#,Bm7,A/C#,Ama7,E/D,D/F#,A/E,D#dim7,A,E/G#,D7,Bm/A,E",advanced,ticket-to-ride
869,billy-joel,"Gm/F,Fm6,Dm7,Ebmaj7,F/C,C7/E,F,Ebmmaj7,D/G,D7/F#,F7,Gm,F9sus4,C7,Eb/Bb,D,Am7,F6,Cm7,Dsus4,Eb,Gm7,C#dim,Bb,Bbm/Ab,Dm,Gbmaj7,D7,D7sus4,C7sus4,A7,F/Eb",advanced,honesty
870,elton-john,"A,F#7,Bb,B7,G,C,Gm,F,Em,D,A7,Bm,Bm7,F#",intermediate,goodbye-yellow-brick-road
871,david-bowie,"G,C,Am,Em,D",intermediate,heroes
872,the-lemon-twigs,"Cdim,F,Gaug,Bbm,E7,F#,B7,G,Gm,C7,D,Bm,C,Fm,Eb,A,C#,Bb,G7,A7",advanced,i-wanna-prove-to-you
873,rainbow,"Dm,G,C,F,Am,E",intermediate,temple-of-the-king
874,maroon-5,"G7,C,Dm7",intermediate,sunday-morning
875,take-that,"G#m7,Am6,C#7,G#7,C#m7,C#7b9,A/B,AMaj7,E,EMaj7,G#m7b5,F#m7,D9,Bm",advanced,how-deep-is-your-love
876,rex-orange-county,"Dm7,F#maj7,Cm,Em7,G,E7sus2,Gm,G7sus4,D7/A,B,Fmaj9,Cm7,C,Fmaj7,Gm7,Dm7b5,Bb,Bbmaj7,F#m7b5,D7,Gbmaj7,G7",intermediate,pluto-projector
877,simon-garfunkel,"Am/F#,Bbmaj7,G,C,Cmaj7,Fmaj7,F,C/B,Am,Fsus4,Em7,D,A7",intermediate,america
878,anne-marie,"A,G,F#m,D,Bm",novice,2002
879,george-harrison,"A,A/G,Esus,Dm,B,G,Dmaj7,C,Gm,Fmaj7,F,E,D/F#,Em,D,Bm",advanced,id-have-you-anytime
880,imagine-dragons,"G6sus2,G,G6,C,Cmaj7,Am,D",novice,radioactive
881,michel-berger,"F#7,B7,B,Bsus4,Em6,C,Cmaj7/E,Am,Em7,Em,F#sus4,A#dim",advanced,quand-on-arrive-en-ville
882,erykah-badu,"Ebmaj7,Dmaj7,Abmaj7,Amaj7/D,Cm,F,F#m7,Am/C,Ebdim/A,Fm7,F#,B7,C#m7,A7,D,Db,Dm/A,Abmaj7/Bb,Abmaj7/Db,B,Cm7,Fm11,Amaj7/B,C,Ebmaj7add13,D#,C#,Bb,Bbmaj7,Dbm7,Fm9,Dbmaj7,Emaj7",advanced,green-eyes
883,bob-marley,"Am7,FM7,Dm,G,C,F,Am",intermediate,no-woman-no-cry
884,crosby-stills-nash-young,"A,Amaj7,G,F#m,C,F,E,Am,Em,D,Bm",intermediate,our-house
885,beverley-craven,"A,B7,B,G,Em/C#,F#m,C,Em,D,Dsus,Bm,F#",advanced,promise-me
886,giacomo-puccini,"A,Em9,A/F#,Ebm,Gmaj7,G,A7,Em7,D/F#,Em,D,A6/C#,A7/C#,Bm,A/C#",advanced,nessun-dorma
887,ray-charles,"Cm,Ab/Eb,G7#5,Fm7,Gm7b5,F7,Cm/Bb,Eb/Bb,C7,Fm7/Eb,Ebsus2/G,Db,Eb,Gm7,Eb/Db,Ab,Dm7b5,Eb/G,Bb,Bb7sus4,Cm/A,G7,G7/B",advanced,a-song-for-you
888,the-crusaders,"Bbm7,Bbm6,Fm/C,Ebm7,Cm7,G7,C,G/D,Fm,C7,Fm9,Fm9/C,Dbmaj7b5,Fm/E,Dbmaj,Fm7/Eb,C7#9",advanced,soul-shadows
889,farhan-akhtar,"A,C#,B,G,F#m,E,D,Bm,F#",advanced,senorita
890,vance-joy,"G,Dadd9,C,Em,D",novice,riptide
891,cliff-richard,"F#maj7,Dmaj7,E6,C#m,F#,G#m7,G/A,F#m,G/D,D,Bm,B,Amaj9,Asus,B/F#,A/E,A,Bm/A,E,D/A",advanced,we-dont-talk-anymore
892,hezekiah-walker,"G/A,D,D7,GM7,CM7,CM9,F#/A#,Em7,D/F#,F#m7,A/C#,Asus7,E7,Bm,Bm7",advanced,i-need-you-to-survive
893,cream,"A,G,C,F,G#,D",intermediate,sunshine-of-your-love
894,vernon-duke,"Dm7,Ebm6,GbM9,Bb7,Am7b5,G7#5,D7b9,Bbm,Bbm7,F7,C7,Abm6,C7#9,Am7,Db7,F6,Bbm6,C7b9,C7#5,Cm7,Fm,Gm7,Dm7b5,DbM7,AbM7,Bb6,Abm7,D7,CM7,Ab7#5,Am,Cm/G,Eb7",advanced,autumn-in-new-york
895,salem-ilese,"A,Dm,G,C,F,Am,Em",novice,mad-at-disney
896,cat-stevens,"Dm,D7,G,G7,Cmaj7,C,Am,F,E",intermediate,wild-world
897,simon-garfunkel,"G,C,G7,F,Am,Em",intermediate,the-boxer
898,led-zeppelin,"G,Dsus4,Cadd9,C,Am,F,Em,E+,D,Dsus2",intermediate,stairway-to-heaven
899,justin-bieber,"A,B,F#m,E,C#m",intermediate,love-yourself
900,slipknot,"A5,G,C,E5,C5,F,Am,Em,B5,F5",novice,snuff
901,nat-king-cole,"Fm6,Dm7,Ebmaj7,Bb7,Em7,F,F#m7,E7,Fm7,Ebdim,B7,G,C7,Am7,B,C9,C,Cmaj7,C6,Gm7,Eb,A,D7,G7,Am,E,A7,Bb9",advanced,christmas-song
902,artcell,"Dm,B,A#,G,D#5,C,E5,Cm,C5,Am,F,F5,Em,G5,D,Bm",advanced,oniket-prantor
903,the-doors,"F,E7,G,F#m,Gm,G#,D,Bm,B,Dsus4,C,Eb,Ab,A,Bb,D7,Am,E,Em",intermediate,light-my-fire
904,sixpence-none-the-richer,"Dm,G,Am/G,C,Cmaj7,Gsus4,Fmaj7,C/B,C7,Am,F",novice,kiss-me
905,onerepublic,"Dm,G,C,F,Am",intermediate,counting-stars
906,the-beatles,"A,B7,G,D7,F#m,C,Am,Em,D,A7",intermediate,yesterday
907,abba,"A,Bb,Dm,G,Dsus4,C,Bb/D,Dm/F,F,C7,A7-9/E,Bb6,A7/C#,C/E,A/D,A/C#",intermediate,lay-all-your-love-on-me
908,billy-joel,"Dm7,E7,F#,G,F#m,D,Bm,Dsus4,C,D/F#,Dsus2,A,Bb,D7,G7,Am,E,Bm/A,Em,A7",novice,shes-always-a-woman
909,lauren-daigle,"D,G,Em,C",novice,you-say
910,billie-eilish,"Dm,G,Cadd9,C,Fmaj7,Am",novice,i-love-you
911,vulfpeck,"Dm/B,F/D,D7/F#,B7/A,C/G,Dm7,G,E7b9,C,A7#5,F,G7/B,Em,D9,Am9,F/G,C/E",advanced,animal-spirits
912,panic-at-the-disco,"Abmaj7,Bbsus,Bb/D,F,Fm7,Ab7,Ebm7,Db,Ebm,Bb7sus,B,Cm7,C,Gb,Eb,Ab,Bb,Dm,Dbm7",intermediate,into-the-unknown
913,weezer,"G/F#,G,C,F,Am,E,Eb",intermediate,say-it-aint-so
914,john-denver,"A,D6,G,Dsus4,F#m,Dmaj7,Asus4,A6,Em,D,A7,Bm,Dsus2",intermediate,annies-song
915,alicia-keys,"C#,Bb,Ebm,B,F,F#",advanced,empire-state-of-mind-part-2
916,jeff-buckley,"Ddim/F#,Bmadd11,Em7,Bm11/E,F#,Em9,G,G6,Dsus2/D,D,F#7b5,Ddim/F,Bm,Aadd9,Gm6,C,Cmaj7,F#5,D/F#,F#7#5,Dsus2,C#m7b5,Aadd9/C#,G6/B,Em,D/A",intermediate,lover-you-shouldve-come-over
917,lady-a-lady-antebellum,"G/B,Gsus,G,C,F,Am,Em",novice,need-you-now
918,santana,"Bsus4/F#,Dm7/B,Dm7,G,Bsus4,E7#9,Dm7/C,F,Am,E,E7",intermediate,smooth
919,dolly-parton,"Bmaj7,Amaj7,F#maj7,Bb7,Cm,Em7,F,C#m,F#m7,Fm7,F#,G#m7,A7sus4,F#m,Gm,D,Bm,B,Fmaj7,Gm7,Eb,G#m,D#m,A,D/C#,Bb,Dm,Bbmaj7,Bb7sus4,Bm/A,E,Emaj7",advanced,here-you-come-again
920,katy-perry,"Dm,G,C,F,Am,Em",novice,the-one-that-got-away
921,luke-combs,"C#,A,B,E,C#m,D",intermediate,lovin-on-you
922,morgan-wallen,"D,G,Em,C",novice,chasin-you
923,bob-dylan,"D,G,A,Bm",novice,blowin-in-the-wind
924,papuri-singers,"G,C,Am,Em,D,Bm",advanced,todo-bigay
925,taylor-swift,"A,G,Em,D,Bm",novice,safe-and-sound
926,the-beach-boys,"Em7,F,Bbdim7,G/B,Ebdim,G,Abm7b5,Bb/F,G/D,Dm6,D,Am7,D/F#,A7/G,A/E,A,C#m7b5,C/G,D7,Am,Em,D/A",advanced,god-only-knows
927,conan-gray,"C,F,Fm,Am,Em",novice,heather
928,dream-theater,"Gdim7,E5,G#m/F#,C#m,B/D#,F#,G#m7,G#/B#,B6,G,C#m7,F#m,C#m6,G#m/E,C#m6/A#,G#,D,E7/G#,Bm,A/C#,D#7,B,D/F#,E/B,B/F#,G#m,Badd9/D#,A/E,D#,D#m,A#m7-5,A,D/C#,Edim7,C#7,G#m9,D#/G,Caug,F#/A#,Bm/A,E,Em,G#m/D#",advanced,finally-free
929,red-hot-chili-peppers,"A,G,C,F,Am,Em",novice,otherside
930,the-beatles,"A,Bb,Dm,B,B7,G,Dm/C,C,Gm,Cm,F,Em,A7",advanced,being-for-the-benefit-of-mr-kite
931,the-beatles,"A,Bb,B7,G,D7,C,Am,F,D,A7,E7,Bm",intermediate,here-comes-the-sun
932,ali-gatie,"F,G,Am,C",novice,its-you
933,eagles,"F7,Bb,B7,Dm,G,D7,C,G7,Cm,Gm,Am,F,C7,Em,Bbm,D,A7,Bm",intermediate,desperado
934,cage-the-elephant,"A,G,F#m,Dmaj7,Em,D,Bm",intermediate,cigarette-daydreams
935,james-taylor,"A,Asus2,G,E,Em,D,A7,Bm",intermediate,fire-and-rain
936,regi,"A,B,G,F#m,C,E,C#m,D,G#m",advanced,kom-wat-dichterbij
937,weyes-blood,"Ebdim,A,B7/A,B7,Dm7,Dm,G,G9,C,Cmaj7,G7,Fm,F,G#,Em",advanced,a-lots-gonna
938,system-of-a-down,"A,Esus,G,F#m,Em,D,Bm",advanced,byob
939,red-velvet,"Eb6,G,C,F,Am,E,C6,Em7,D,E7",intermediate,psycho
940,dear-evan-hansen,"Em/G,G,C,Fm,Eb,Em,Ab,D,Db,Bm",intermediate,waving-through-a-window
941,lorde,"D,G,C",novice,royals
942,john-prine,"D,G,C",intermediate,clay-pigeons
943,los-lobos,"Dm,G,C,F,Am,E,Em,D",advanced,rango-theme
944,misc-praise-songs,"G,C,G7,Em,D",novice,amazing-grace
945,unison-square-garden,"Bmaj7,C#/G#,Bm6,F#dim,F#add9/G#,F,C#m,F#/C#,B/D#,F#,G#m7,A#7,A#m,A#/D,B7,D#m7,D,Bm,G#/C,C#/F,D#7,A/C#,Bm7,B,Ddim,Gdim,E#m,C#dim,G#m,D#,D#m,G#m6/B,C#,A#m7,A,F#7/C#,C#7,Dm,F#7,G7,F#/A#,Fdim,Am,E,A#",advanced,sugar-song-to-bitter-step
946,commodores,"Dm7,F/C,Gsus4,Bb/D,Em7,Db/F,F,Bbm7,G,Bb/F,Db/Eb,Bm7,Am7,Cm7,C,Fmaj7,Gb,Ab,F/G,C/D,D7sus4,C/E",intermediate,easy
947,miley-cyrus,"Bb,Dm,C,F,Am",intermediate,when-i-look-at-you
948,billie-eilish,"Bm,Em,C",novice,lovely
949,snelle,"Am7,Dadd9add4,C9,G,Dsus4,Cadd9,Dadd9,Dadd11,C,Em7,Am,Em,Dsus4/F#,D(add11)",advanced,kleur
950,neil-diamond,"Ebmaj9,Gm7-5,Dm7,Bbadd9,F/C,Bb7,F9,F,F#dim7,Bbm,Fm7,Bbm7,Cm7/F,Fm7/Bb,Db9,Ebmaj7/Bb,Abm,Adim7,Bb/C,C9sus4,Eb/Bb,C7,Gm7/C,Db,Abmaj7/Bb,Cm7,C13,Eb,Gm7,Eb9-5,Ab,Eb/G,Abadd9,Cbmaj7,Bbm9/Eb,Ab/Bb,Abm7,Eb9,Bb,Bbmaj7/C,Db/Ab,Gbmaj7,Abm9,Ebadd9,Bb7sus4,Db9-5,Eb7,Bb9",advanced,september-morn
951,roberta-flack,"Am7,B7,Gmaj7,D7,G,Am7/D,C,Fmaj7,Am,E,Em,D,A/C#",novice,killing-me-softly-with-his-song
952,the-rolling-stones,"A,B,G,C,E,D",intermediate,sympathy-for-the-devil
953,taylor-swift,"G,Dsus4,C,Gadd4,Em,Gsus2,D",novice,this-is-me-trying
954,chris-cornell,"Am7,G/B,Bb,G,C,Am,E,F,Em",novice,nothing-compares-2-u
955,twenty-one-pilots,"Dm,G,C,Am,E,F,Em",novice,stressed-out
956,amy-winehouse,"Dm7,Bb7,G7#5,F,Fm7,F7,BbMaj7,Ebm7,Gm/Bb,C7,Ebm,Cm7,Eb,Gm7,D#,Ebadd6,Bb,G7,EbMaj7,Eb7",advanced,dont-go-to-strangers
957,george-harrison,"Am7,Bb,Dm7,Bbmaj7,C,F,C7,Gm7",advanced,love-comes-to-everyone
958,lionel-richie,"A,Bb,Dm,Am/G,G,Esus4,C,F,Am,E,Am/B,Am/C",advanced,hello
959,lou-reed,"F,Dm,C",novice,walk-on-the-wild-side
960,jal,"G,A,Bm",intermediate,aadat
961,the-beatles,"A,Dm,G,F#m,C,Em,D",intermediate,ive-just-seen-a-face
962,britney-spears,"A,B,E,G#,C#m",advanced,oops-i-did-it-again
963,the-isley-brothers,"D,G,A,Bm",advanced,for-the-love-of-you
964,billie-eilish,"Am/G,Cmaj7,Fmaj7,F,C7,Dm7b5,Fm,Am,D,E7",novice,my-future
965,men-i-trust,"Bbmaj7,Bbmaj7/G,C,Fmaj7,Bbmaj7/F,Em,E7,Cmaj9",advanced,you-deserve-this
966,wiz-khalifa,"D,G,Em,C",novice,see-you-again
967,arctic-monkeys,"A,B,F#m,E,C#m,G#m",intermediate,fluorescent-adolescent
968,little-women,"Cm,Em7,F,G,D,Dsus,Bm,Bm7,Am7,Dsus4,C,C6,A,D7,Cadd9,Cadd2,Am,D7sus4,Em",advanced,some-things-are-meant-to-be
969,peter-paul-and-mary,"A,Dm,G,F#m,G7,C,F,Am,E,D,Bm",intermediate,500-miles
970,sex-pistols,"A,D,C#,B,E,C#m,Ab,D#,F#",advanced,god-save-the-queen
971,bee-gees,"D,A,Em,Bm7",intermediate,stayin-alive
972,toh-kay,"B7,G,C,Am,Em,D",advanced,watch-it-crash
973,pixies,"G,C,F,Fm,Am,E",intermediate,where-is-my-mind
974,sonic-youth,"Gmaj7,D7,Dsus2,Dsus4,A7sus4,F#m,Dadd9,Dmaj7,D/F#,Dsus2/E,D,Aadd11,Dsus4/E,D/E",advanced,schizophrenia
975,the-temptations,"A,Dm,Dm7,C(maj7),G,F#m,C,F,Em,D",intermediate,my-girl
976,james-blunt,"G/F#,G,Cadd9,Em7,D/F#",novice,youre-beautiful
977,john-denver,"G,C,F,Am,Em",advanced,this-old-guitar
978,elliott-smith,"Am7,G,C#m6,C,C6maj7,Am,F#m7,D,A7,Gm6",advanced,no-name-no-5
979,jim-croce,"G,D7,C,Am,Em,D,Bm",advanced,operator
980,shakey-graves,"Bmaj7,Amaj7,Dm7,F#maj7,Dmaj7,Gaug,F,F#,D6,B7,Gmaj7,G,F#m,Gm,Dm6,D,A7/C#,Bm,Bm7,B,Daug,Gm7,Bdim7,A,F#7,Dm",advanced,roll-the-bones
981,michel-polnareff,"Ebmaj7,Am7b5,F9,D4,D7/C,F7,Gm/Bb,Gm,D,Cm9,D7/A,Bbmaj9,Cm7,C#dim/A,G9,Ab,G4/C,Bbmaj7,D7,G2/A,G7,A7",advanced,lettre-a-france
982,nirvana,"F#7,G,E5,F#5,E,B5,G5,C#5,D5/A,F#",advanced,dive
983,bethel-music,"G,F,Am,C",novice,raise-a-hallelujah
984,arctic-monkeys,"Em,E,Dm",novice,505
985,christina-aguilera,"B,C,Am,E,Em,D,B/D#,A/C#",intermediate,hurt
986,stevie-wonder,"A,Bb,B7,G,Gb,E7#9,C7#11,D/A,Eb,Em,A/D,Ab,Em7,A7,B7#9,Db,Baug",intermediate,superstition
987,the-rolling-stones,"A,B,G,Em,D",novice,paint-it-black
988,townes-van-zandt,"D,A,Bm,G",intermediate,pancho-and-lefty
989,billie-eilish,"Dm7,Ebmaj7,E7,G#m7,C#m7/G#,C7/G,C#m7,Dm7/A,Bb7/F,Cm7/G,D#7,Am7,D7/A,Cm7,Fmaj7,Gm7,D7,C#7/G#,B7/F#,Emaj7",advanced,sunny
990,jessie-j,"G,F,Am,C",intermediate,flashlight
991,darren-criss,"Cm,C/B,Asus4,F,C#m,G/B,B7,G,F#m,D,Bm,C9,C,E9,A,Dm,D7,Am,E,Em",advanced,part-of-your-world
992,mr-big,"B,Asus2,G,Cadd9,Asus,E,C#m,Em,D",advanced,to-be-with-you
993,aaliyah,"Am7,Gmaj7,C/D,Cmaj7,Em7,E9,C6,Em,Bm7,D/E",advanced,at-your-best
994,girl-in-red,"Cmaj7,G",novice,we-fell-in-love-in-october
995,francis-cabrel,"Dm,G,Bbsus2,C,C/B,Am,F,Em,E",intermediate,je-laime-a-mourir
996,misc-soundtrack,"A,G,Am/G,Cadd9,C,Em7,D/F#,Am,Em,D,Bm",novice,a-star-is-born-shallow
